text_original,video_source,text_clean,sentiment
"Saya percaya penuh sama Pak Ketum ET. Sejauh ini pun, kebijakan2 dan keputusan2 yg diambil masih sesuai dengan visi misi beliau untuk pesepakbolaan Indonesia. Ada yg populis, ada yg tidak. Tapi semua demi kebaikan dan perbaikan. 
 
 Ini negara demokrasi, silakan beropini dan menyampaikan aspirasi. Tapi ingat, jangan toxic apalagi anarkis. 
 Dan tetap dukung Timnas Garuda karena mereka yang berjuang membawa nama Indonesia.",Youtube,saya percaya penuh sama pak ketum et sejauh ini pun kebijakan dan keputusan yang diambil masih sesuai dengan visi misi beliau untuk pesepakbolaan indonesia ada yang populis ada yang tidak tapi semua demi kebaikan dan perbaikan ini negara demokrasi silakan beropini dan menyampaikan aspirasi tapi ingat jangan toxic apalagi anarkis dan tetap dukung timnas garuda karena mereka yang berjuang membawa nama indonesia,negative
Timnas hancur lebur ðŸ¥€ðŸ¥€ðŸ’”,Tiktok,timnas hancur lebur,negative
Andai engkau ta berkata seperti itu coach. Mungkin kamu masih disini ðŸ˜­ðŸ¥¹.,Tiktok,andai engkau ta berkata seperti itu coach mungkin kamu masih disini,neutral
dari semifinalis piala asia u23 sampai jadi ampas di selevel2 seagames 🤣,Youtube,dari semifinalis piala asia kamu sampai jadi ampas di selevel seagames,negative
"Pelatih timnas Indonesia yang ku kenal hanya STY ,, saya jrg nonton bola Indonesia,, selama ini saya nonton sepakbola eropa ,, tp stlh ada STY di timnas.. saya jd nonton timnas .. thanks STY 🙏 kamu selalu di hati 💜",Youtube,pelatih timnas indonesia yang ku kenal hanya sty saya jrg nonton bola indonesia selama ini saya nonton sepakbola eropa tp stlh ada sty di timnas saya jd nonton timnas thanks sty kamu selalu di hati,positive
"Erik Tohir yg memulai Erik pula yg menghancurkan sungguh tragis nasib fans timnas dan persepakbolaan indonesia.pantas Indonesia disegala bidang tidak maju dan malah hancur hancuran,kalau pengelolaannya dilemudikan mafia.",Youtube,erik tohir yang memulai erik pula yang menghancurkan sungguh tragis nasib fans timnas dan persepakbolaan indonesia pantas indonesia disegala bidang tidak maju dan malah hancur hancuran kalau pengelolaannya dilemudikan mafia,negative
"#VotingPelatih.
 #PelatihWajibAngket
 Harusnya sekarang,PSSI wajib siapkan Beberapa calon pelatih(bukan calon tunggal) agar mengurangi kesempatan para MAFIA Federasi bergerak..Ayo serukan..PEMILIHAN PELATIH WAJIB Melalui VOTING/ANGKET dari Fans Garuda..supaya,ketika kita Hancur..kita pun ikhlas,tidak sehancur ini..",Youtube,votingpelatih pelatihwajibangket harusnya sekarang pssi wajib siapkan beberapa calon pelatih bukan calon tunggal agar mengurangi kesempatan para mafia federasi bergerak ayo serukan pemilihan pelatih wajib melalui voting angket dari fans garuda supaya ketika kita hancur kita pun ikhlas tidak sehancur ini,negative
sty membangun dan patrick star yg menghancurkan,Youtube,sty membangun dan patrick star yang menghancurkan,negative
Wakanda maunya...tanpa proses tp ingin menangg...mie instan maunya....ajurr jum ditinggal Sty....,Youtube,wakanda maunya tanpa proses tp ingin menangg mie instan maunya ajurr jum ditinggal sty,positive
"Yang membuang mu adalah PSSI,bukan KAMI
 (COACH SHIN....WE LOVE YOU FOREVER)",Youtube,yang membuang mu adalah pssi bukan kami coach shin we love you forever,neutral
justru sekarang harusnya muncul pertanyaan kenapa harus sty?,Youtube,justru sekarang harusnya muncul pertanyaan kenapa harus sty,neutral
"Mau sampe kiamatpun kalo permainan kaya gini gak bakal juara apapun
 Mana kipernya gaje
 Pelatih lebih oon,,pssi emang hebat kalo soal nurunin level timnas",Youtube,mau sampe kiamatpun kalo permainan kaya gini tidak bakal juara apapun mana kipernya gaje pelatih lebih oon pssi emang hebat kalo soal nurunin level timnas,positive
"Ya begitulah kalo orang politik salah pasti jawabnya muter² bang, selalu mncari dan mencari kesalahan yg lain,,, orang awam pun paham sebenernya",Youtube,ya begitulah kalo orang politik salah pasti jawabnya muter bang selalu mncari dan mencari kesalahan yang lain orang awam pun paham sebenernya,negative
"Kita percaya kan sama federasi dan pak Erik. Ku yakin ini keputusan yg terbaik.. untuk pemuja sty kalian semoga sadar dan ngerti ya.. ini demi kebaikan timnas kita agar lebih baik lagi.
 Ayo Garuda Indonesia 🇮🇩 terbang tinggi lagi💪❤️🇮🇩",Youtube,kita percaya kan sama federasi dan pak erik ku yakin ini keputusan yang terbaik untuk pemuja sty kalian semoga sadar dan ngerti ya ini demi kebaikan timnas kita agar lebih baik lagi ayo garuda indonesia terbang tinggi lagi,positive
emang federasi kacau pokoknya money money,Tiktok,emang federasi kacau pokoknya money money,negative
Erik tohir ketakutan jika namanya kalah tenar dg sty......🤣🤣🤣🤣🤣kocak lu rik erik,Youtube,erik tohir ketakutan jika namanya kalah tenar dg sty kocak kamu rik erik,negative
"Strategi terbaik menghindari Thailand, Vietnam dan Filipina di semifinal adalah dengan cara tidak lolos ke semifinal
 Keren sih",Youtube,strategi terbaik menghindari thailand vietnam dan filipina di semifinal adalah dengan cara tidak lolos ke semifinal keren sih,positive
"STY adalah pelatih timnas Indonesia senior tersukses, setidaknya dalam 34 tahun terakhir",Youtube,sty adalah pelatih timnas indonesia senior tersukses setidaknya dalam tahun terakhir,positive
"tidak cuma pemain, Pelatih harus ada Chemistry sama Team yang dilatihnya.. untuk kedepanya jika ada Opsi pergantian Pelatih mending libatkan Pemain diaspora ( Player) untuk dilibatkan dalam Pemilihan pelatih..",Youtube,tidak cuma pemain pelatih harus ada chemistry sama team yang dilatihnya untuk kedepanya jika ada opsi pergantian pelatih mending libatkan pemain diaspora player untuk dilibatkan dalam pemilihan pelatih,neutral
kenapa harus seseorang harus mundur? Yang Harus Mundur ya SEMUA,Youtube,kenapa harus seseorang harus mundur yang harus mundur ya semua,neutral
Kami TKI Korea ikut malu seolah olah orang Indonesia (timnas )sudah di bantu naik malah pecat sty dengan tidak hormat.sangat tidak tepat waktunya.,Youtube,kami tki korea ikut malu seolah olah orang indonesia timnas sudah di bantu naik malah pecat sty dengan tidak hormat sangat tidak tepat waktunya,neutral
Puas banget nontonnya makasih starting eleven. Emang paling the best dah kalo urusan channel bola. 🎉🎉,Youtube,puas banget nontonnya makasih starting eleven emang paling the best sudah kalo urusan channel bola,positive
"Se7 bangat karena piala dunia belum selesai, setelah piala dunia kalah bolehlah dievaluasi atau apalah, Keuntungan dilatih Orang Korea itu pertama mereka terapkan kedisiplinan tegas, kalau ada yang bilang orang Korea keras ,hampir semua orang Korea laki-laki dan perempuan tegas karena didik dari negara mereka jadi ga ada yg bisa mengintervensi mereka",Youtube,se bangat karena piala dunia belum selesai setelah piala dunia kalah bolehlah dievaluasi atau apalah keuntungan dilatih orang korea itu pertama mereka terapkan kedisiplinan tegas kalau ada yang bilang orang korea keras hampir semua orang korea laki laki dan perempuan tegas karena didik dari negara mereka jadi tidak ada yang bisa mengintervensi mereka,negative
kebahagiaan itu bernama sty..,Tiktok,kebahagiaan itu bernama sty,positive
Gabisa main bola cuman dari umpan lemparan kedalam pake tangan anjeng anjengg 😂😂😂,Youtube,gabisa main bola cuman dari umpan lemparan kedalam pake tangan anjeng anjengg,neutral
"Harap matikan kolom komentar , isinya toxic antara A dan B",Youtube,harap matikan kolom komentar isinya toxic antara a dan b,negative
Ini indra siapa sih?,Youtube,ini indra siapa sih,neutral
Emang dari dulu Vietnam konsisten mainya emang bagus jadi siapa pun pelatihnya tinggal sedikit dipoles pemainya beda dengan Indonesia banyak PR nya kita realistis aja ☺,Youtube,emang dari dulu vietnam konsisten mainya emang bagus jadi siapa pun pelatihnya tinggal sedikit dipoles pemainya beda dengan indonesia banyak pr nya kita realistis saja,positive
Ya percuma kita kritik klo pssi jadi bahan politik. Menurut saya cukup bubarkan pssi karna selalu bikin kecewa...,Youtube,ya percuma kita kritik klo pssi jadi bahan politik menurut saya cukup bubarkan pssi karna selalu membuat kecewa,negative
Semoga STY kembali melatih Timnas Indonesia 🎉,Youtube,semoga sty kembali melatih timnas indonesia,neutral
Lebih seru nonton liga 1 & tarkam 😂😂,Youtube,lebih seru nonton liga tarkam,negative
Arab Saudi kalah ditangan Siapa 😊,Youtube,arab saudi kalah ditangan siapa,negative
"Gw sedih dan marah bukan karna gagal ke pildun nya. 
 tapi dirusaknya bahkan dihancurkannya Perjuangan, pengorbanan, harapan, kebanggaan dan Kebahagiaan rakyat Indonesia, setelah sekian puluh tahun tdk ada yg bisa dibanggakan di sepakbola Indonesia. 
 
 KOndisi Pada saat hidup di Indonesia penuh dengan keburukan , timnas memberikan angin segar bahwa masih ada kebaikan di negara ini.
 Kalau seandainya gagal ke pildun dg pelatihnya STY, pasti tetap penuh kebanggaan, karena kita berjuang bersama, senang sedih sama2 merasakan, rakyat indonesia harus bayar jika ingin menonton lewat streaming, kemudian supporter harus membeli tiket yang tidak murah melihat kondisi ekonomi masyarakat belum lagi ongkos akomodasinya, sampe rela keluar negeri, para pemain naturalasasi yg mengorbankan kesempatan untuk bisa membela negara yg lebih jelas, belum lagi karirnya yg tidak sedikit malah menjadi lebih sulit setelah di naturalisasi. 
 
 Harusnya kalau masih manusia ya punya malu lah minimal mundur dg segera, terutama head coach nya, dan Ketum PSSI-nya.
 cuman mundur lho, ga harus ganti rugi semua pengorbanan supporter dan pemain, dan kalau Gentel, ya mengaku salah dan minta maaf kepada rakyat Indonesia, syukur2 ke STY juga karena sudah mengkhianati. 
 Udah lah berkhianat, gagal pula.",Youtube,saya sedih dan marah bukan karna gagal ke pildun nya tapi dirusaknya bahkan dihancurkannya perjuangan pengorbanan harapan kebanggaan dan kebahagiaan rakyat indonesia setelah sekian puluh tahun tidak ada yang bisa dibanggakan di sepakbola indonesia kondisi pada saat hidup di indonesia penuh dengan keburukan timnas memberikan angin segar bahwa masih ada kebaikan di negara ini kalau seandainya gagal ke pildun dg pelatihnya sty pasti tetap penuh kebanggaan karena kita berjuang bersama senang sedih sama merasakan rakyat indonesia harus bayar jika ingin menonton lewat streaming kemudian supporter harus membeli tiket yang tidak murah melihat kondisi ekonomi masyarakat belum lagi ongkos akomodasinya sampe rela keluar negeri para pemain naturalasasi yang mengorbankan kesempatan untuk bisa membela negara yang lebih jelas belum lagi karirnya yang tidak sedikit malah menjadi lebih sulit setelah di naturalisasi harusnya kalau masih manusia ya punya malu lah minimal mundur dg segera terutama head coach nya dan ketum pssi nya cuman mundur lho tidak harus ganti rugi semua pengorbanan supporter dan pemain dan kalau gentel ya mengaku salah dan minta maaf kepada rakyat indonesia syukur ke sty juga karena sudah mengkhianati sudah lah berkhianat gagal pula,negative
"Timnas kita tuh perlu kemajuan kalo misalkan STY jadi coach timnas terus kapan mau maju timnas kita , undang sih oki lagi sih paling tau bola timnas 😂😂😂😂",Youtube,timnas kita tuh perlu kemajuan kalo misalkan sty jadi coach timnas terus kapan mau maju timnas kita undang sih oki lagi sih paling tau bola timnas,neutral
"Era STY, selalu update jadwal main timnas, nga penting kalah atau menang, tapi setiap pertandingan selalu enak dilihat.
 dari STY saya kenal asnawi yang mainnya selalu ngotot dan punya mental tidak takut siapapun misuhnya.
 kenal arhan yang punya spesial lemparan jauh.
 Kenal marselino wonderkid yang penomenal.
 Tau ernando kipel yang selalu dibilang kecil dari standar kiper umumnya. namun punya reflek yang luar biasa, setiap kali indonesia kena pinalti, pasti selalu percaya sama ernando.",Youtube,era sty selalu update jadwal main timnas nga penting kalah atau menang tapi setiap pertandingan selalu enak dilihat dari sty saya kenal asnawi yang mainnya selalu ngotot dan punya mental tidak takut siapapun misuhnya kenal arhan yang punya spesial lemparan jauh kenal marselino wonderkid yang penomenal tau ernando kipel yang selalu dibilang kecil dari standar kiper umumnya namun punya reflek yang luar biasa setiap kali indonesia kena pinalti pasti selalu percaya sama ernando,positive
"yang paling heran itu, orang yang paling menyerang sty seperti bung towel malah diam ketika pk kalah",Youtube,yang paling heran itu orang yang paling menyerang sty seperti bung towel malah diam ketika pk kalah,negative
Bagaimanapun STY sudah mengharumkan bangsa Indonesia .jasa2nya sangat besar .kl ada salah maafkan beliau. Masing2 pelatih pasti punya kekurangan.mau dr manapun negaranya.yg sempurna hanyalah Allah .,Youtube,bagaimanapun sty sudah mengharumkan bangsa indonesia jasa nya sangat besar kl ada salah maafkan beliau masing pelatih pasti punya kekurangan mau dari manapun negaranya yang sempurna hanyalah allah,neutral
Melakukan usaha dari nol hingga mencapai hasil skrg adalah hal yg luar biasa.itu lbh sulit drpd mendapat warisan yg tinggal melanjutkan usahanya....,Youtube,melakukan usaha dari nol hingga mencapai hasil sekarang adalah hal yang luar biasa itu lbh sulit drpd mendapat warisan yang tinggal melanjutkan usahanya,positive
orang lama pemenangnya,Tiktok,orang lama pemenangnya,positive
kenapa harus di pecat siiihhhh,Tiktok,kenapa harus di pecat siiihhhh,neutral
selamat tinggal coach sty semoga sehat selalu,Tiktok,selamat tinggal coach sty semoga sehat selalu,positive
"Justin tanggung jawab, secara ga langsung komen anda selama jadi pundit berpengaruh juga terhadap pemecatan sty dan terpilihnya kepelatihan belanda, jangan cuci tangan juga",Youtube,justin tanggung jawab secara tidak langsung komen anda selama jadi pundit berpengaruh juga terhadap pemecatan sty dan terpilihnya kepelatihan belanda jangan cuci tangan juga,neutral
"katanya masih bisa lolos kalo Malaysia kalah sama Vietnam apa Myanmar gitu, emang bener ya??",Tiktok,katanya masih bisa lolos kalo malaysia kalah sama vietnam apa myanmar gitu emang benar ya,negative
"Sty aja legowo atas apa yg dia terima, masa PK dan et gak ada rasa malu dan tanggungjawab nya atas kegagalan yg mereka ber2 pertaruhkan.",Youtube,sty saja legowo atas apa yang dia terima masa pk dan et tidak ada rasa malu dan tanggungjawab nya atas kegagalan yang mereka ber pertaruhkan,neutral
"Kita masi bisa liat piala asia bang, atau aff nanti 🎉🎉 smngt buat kita yg mau liat timnas kita maju❤",Youtube,kita masi bisa liat piala asia bang atau aff nanti smngt buat kita yang mau liat timnas kita maju,neutral
"pake tuh pilosofi vilanesia😂😂😂pilosofi yg di gadang2 cocok buat sepak bola indo!!! buktinya melempem!!! lihat dong coach Nova,gak pake vilanesia buktinya bisa lolos pildun!!!! ga sprti tukiman😂😂😂 masuk pildun jatah gratisan😂😂😂😂 apalagi si Syafri suhu vilanesapi😂😂",Youtube,pake tuh pilosofi vilanesia pilosofi yang di gadang cocok buat sepak bola indo buktinya melempem lihat dong coach nova tidak pake vilanesia buktinya bisa lolos pildun tidak sprti tukiman masuk pildun jatah gratisan apalagi si syafri suhu vilanesapi,neutral
Ga usah.. Berandai andai.. Sty sty emang prestasinya apa.. 5 th bobrok.. Zonk,Youtube,tidak usah berandai andai sty sty emang prestasinya apa th bobrok zonk,negative
"Sudah banyak pelatih timnas indonesia g ngaruh juga, permasalahan ada di SDM pemain, pemain depan hanya menunggu minim pergerakan, pemain tengah sering kalah 1 lawan 1, pemain belang menghadang bola dari jarak 3m dg lawan, sering oper bola ke belang, mati ide, selain fisik dan teknik, pemain timnas juga harus dilakukan tes IQ",Youtube,sudah banyak pelatih timnas indonesia g ngaruh juga permasalahan ada di sdm pemain pemain depan hanya menunggu minim pergerakan pemain tengah sering kalah lawan pemain belang menghadang bola dari jarak m dg lawan sering oper bola ke belang mati ide selain fisik dan teknik pemain timnas juga harus dilakukan tes iq,negative
Mau nya pssi,Youtube,mau nya pssi,neutral
Timnas Paling Ampas ini mah😂,Youtube,timnas paling ampas ini mah,negative
Di depan mata gua sty ngalahi korea selatan ðŸ˜­ tiba di sini hancur ðŸ˜­,Tiktok,di depan mata saya sty ngalahi korea selatan tiba di sini hancur,negative
"Suaranya lagi serak ya min?, jangan lupa minum air anget dan istirahat dulu bila perlu, sehat sehat terus buat mimin",Youtube,suaranya lagi serak ya min jangan lupa minum air anget dan istirahat dulu bila perlu sehat sehat terus buat mimin,neutral
dulu pas ada sty Indonesia selalu menang dan sekarang di saat sty pergi Indonesia selalu kalahðŸ¥º. buat timnas Indonesia selalu semangat jangan pantang menyerah walaupun gagal masih bisa untuk coba lagi semangat ðŸ’ªðŸ’ªðŸ’ª,Tiktok,dulu pas ada sty indonesia selalu menang dan sekarang di saat sty pergi indonesia selalu kalah buat timnas indonesia selalu semangat jangan pantang menyerah walaupun gagal masih bisa untuk coba lagi semangat,positive
