comment,compound,positive,negative,neutral,label
bicara saja pelatih nya nomor taktik,0.0,0.333,0.333,0.333,neutral
Sangat2 memalukan,0.0,0.0,0.0,1.0,neutral
IS out Bima Sakti in,0.0,0.0,0.0,1.0,neutral
Bukan Cuma gagal total bahkan menurun mundur 2 tingkat kualitas dan pola permainan timnas Indonesia Lebih percaya diri waktu dipegang STY Tanggung jawab siapa tim pelatih atau resmi,0.0,0.433,0.403,0.164,neutral
ET OUT dan STY IN,0.0,0.0,0.0,1.0,neutral
Bubar kan pssi,0.0,0.0,0.0,1.0,neutral
Amburadur timnas,0.0,0.0,0.0,1.0,neutral
KAPOOOOOK SETELAH STY DI BERHENTIKAN TVAH BOBROOOOOK MODYAAAAR KAPOOOOK,0.0,0.0,0.0,1.0,neutral
Tenang saudara saudara Taktik BANG KUMIS masih disimpan Taktik jitu dikeluarkan jika melatih timnas senior nanti,0.0,0.231,0.269,0.5,neutral
Erick Thohir anjjj,0.0,0.0,0.0,1.0,neutral
kannn 51,0.0,0.0,0.0,1.0,neutral
coach balik ayo garuda membutuhkan sosok dirimu coach,0.0,0.312,0.375,0.312,neutral
60 coach,0.0,0.0,0.0,1.0,neutral
orang setulus ini kok disiasiakan rik erick,0.0,0.0,0.0,1.0,neutral
Jokowi di ganti saya nagisss sty di ganti saya nagisss,0.0,0.364,0.364,0.273,neutral
di bilang satu kali gol lagi kasian jens,0.0,0.4,0.4,0.2,neutral
Erick Thohir outtt,0.0,0.0,0.0,1.0,neutral
balikin sty GK,0.0,0.0,0.0,1.0,neutral
kembalikanSTY,0.0,0.0,0.0,1.0,neutral
Harapan kami di gagalkan oleh petrick,0.0,0.0,0.0,1.0,neutral
sudah saya katakan orang yang baik dan jujur tidak berlaku di negara Indonesia see you STY namamu akan selalu di kenang sepanjang massa,0.0,0.347,0.327,0.327,neutral
Nonton ini setelah Australia Indonesia 51,0.0,0.0,0.0,1.0,neutral
kira kira kalau cosh shin di panggil lagi dia masih mau tidak iya jadi pelatih indonesia,0.0,0.429,0.429,0.143,neutral
laga11 menang10 seri0 kalah1,0.0,0.0,0.0,1.0,neutral
Reset Pabrik,0.0,0.0,0.0,1.0,neutral
padahl banyak pemain bgus isinya anjr,0.0,0.333,0.333,0.333,neutral
era kegelapan,0.0,0.0,0.0,1.0,neutral
lb saudara laki-laki vt new ku,0.0,0.0,0.0,1.0,neutral
raven telattt masukkk,0.0,0.0,0.0,1.0,neutral
shintaeyong piyee penakk jamannku tohh,0.0,0.0,0.0,1.0,neutral
era kegelapan is back,0.0,0.0,0.0,1.0,neutral
pelatih nya bagaimana sih terlambat masuk kin jens raven,0.0,0.267,0.267,0.467,neutral
mau main pakai formasi berapapun kalau tidak ada pemain yang bisa buka ruang kayak Rafael struick bakal buntu depannya mungkin struick tidak banyak cetak gol tapi dia pinter buka ruangtarik bek lawan untuk kedepan,0.0,0.429,0.429,0.143,neutral
pemainnya saja kaget rik rik,0.0,0.364,0.364,0.273,neutral
STY COME BACK pliss,0.0,0.0,0.0,1.0,neutral
PRABOWO SUBIANTO gerindra Joko Widodo RaffiNagita1717 Gibran Rakabuming KompasTV Tirtaaaaaa,0.0,0.0,0.0,1.0,neutral
Sufmi Dasco,0.0,0.0,0.0,1.0,neutral
Erick thohir out,0.0,0.0,0.0,1.0,neutral
erick thohir,0.0,0.0,0.0,1.0,neutral
ketika olahraga jadi sarana politik,0.0,0.286,0.286,0.429,neutral
king indonesia kala ituu,0.0,0.0,0.0,1.0,neutral
King Polo King Polo,0.0,0.0,0.0,1.0,neutral
lino lino,0.0,0.0,0.0,1.0,neutral
Sapri sapriiii,0.0,0.0,0.0,1.0,neutral
make make,0.0,0.0,0.0,1.0,neutral
Pak Erik ini sihhh pakai ganti segalaaaa,0.0,0.308,0.308,0.385,neutral
Kembalikan era coach sty,0.0,0.0,0.0,1.0,neutral
STYSTAY,0.0,0.0,0.0,1.0,neutral
sejarah bagi Filipina ngalahin timnas indonesia itu,0.0,0.273,0.273,0.455,neutral
ayo Garuda ku jangan menyerah terbang tinggi,0.0,0.429,0.429,0.143,neutral
wihh sejarah,0.0,0.0,0.0,1.0,neutral
era kegelapan,0.0,0.0,0.0,1.0,neutral
kembalikan sty,0.0,0.0,0.0,1.0,neutral
lihat sty tidak pernah duduksaat indonesia main bola,0.0,0.389,0.333,0.278,neutral
ramadhanhama,0.0,0.0,0.0,1.0,neutral
coach shin,0.0,0.0,0.0,1.0,neutral
turunkan eric tohir,0.0,0.0,0.0,1.0,neutral
KEMBALIKANSTY,0.0,0.0,0.0,1.0,neutral
sty kenapa diganti sihhhh,0.0,0.0,0.0,1.0,neutral
dulu di cemoohkan tapi sekarang di rindukan,0.0,0.0,0.0,1.0,neutral
masih gamon bang,0.0,0.0,0.0,1.0,neutral
couch shin lihat timnas indonesia yang kamu rakit menjadi besar kini kembali runtuh,0.0,0.394,0.364,0.242,neutral
seperti belum percaya saja begitu semoga dmna pun coach shin berada selalu mengingat indonesia terutama timnas sepakbola dan para pemain yang pernah bekerja sama dengan coach shin,0.0,0.351,0.351,0.298,neutral
sty kembali lagi jadi pelatih timnas Indonesia Patrick katanya dipecat,0.0,0.333,0.333,0.333,neutral
qc piala dunia round 3 sebagai negara debutan indonesia baru kalah 2 kali seri 3 kali dan menang 1 kali dengan poin 6 skrng brada di peringkat ke 3 gagalnya dimana,0.0,0.256,0.231,0.513,neutral
kasian jens reven sudah berjuang,0.0,0.364,0.364,0.273,neutral
Masi kangen dengan kata kata panggil Argentina kita rimect,0.0,0.267,0.4,0.333,neutral
indrasafriout,0.0,0.0,0.0,1.0,neutral
di anulir kah golnya,0.0,0.0,0.0,1.0,neutral
bukanya dibobol 3 kenapa sticker,0.0,0.0,0.0,1.0,neutral
kalau diliat raven lebih agresif ketimbang mauro,0.0,0.222,0.222,0.556,neutral
freepalestine,0.0,0.0,0.0,1.0,neutral
kembalikan sty gas wani semangat,0.0,0.385,0.385,0.231,neutral
tatapannya ernando,0.0,0.0,0.0,1.0,neutral
sedihhhh woeeee,0.0,0.0,0.0,1.0,neutral
bang kembaliin sty woy,0.0,0.0,0.0,1.0,neutral
stiker sticker,0.0,0.0,0.0,1.0,neutral
kiper myanmar kami juga jalah bang,0.0,0.0,0.0,1.0,neutral
di bangun dan di besarkan oleh coach sty dan di hancurkan oleh Patrick Kluivert,0.0,0.0,0.0,1.0,neutral
tag ketua PSSI bilang ke dia tolong balikan sty kami,0.0,0.25,0.25,0.5,neutral
shin Tae Yong setelah pergi langsung hancur,0.0,0.4,0.333,0.267,neutral
welcome back timnas era kelam,0.0,0.385,0.385,0.231,neutral
kenapa Indonesia jadi begini iya,0.0,0.286,0.286,0.429,neutral
rekrut messi and cr7,0.0,0.0,0.0,1.0,neutral
kamu belum tahu penggemar setia MU,0.0,0.357,0.357,0.286,neutral
kembalikan sty,0.0,0.0,0.0,1.0,neutral
di sembuhin oleh sty di sakitin lagi sama bintang laut,0.0,0.25,0.25,0.5,neutral
1259,0.0,0.0,0.0,1.0,neutral
kembalikan sty kami,0.0,0.0,0.0,1.0,neutral
tapi kenapa sekarang diganti patrick kembalikan STY ku,0.0,0.0,0.0,1.0,neutral
welcomback era kegelapan,0.0,0.0,0.0,1.0,neutral
ETOUT,0.0,0.0,0.0,1.0,neutral
rapennn,0.0,0.0,0.0,1.0,neutral
evaluasi PSSI,0.0,0.0,0.0,1.0,neutral
sudah saatnya pak indra S di istirahatkan dari timnas,0.0,0.286,0.286,0.429,neutral
sticker,0.0,0.0,0.0,1.0,neutral
masih lebih baik gagal bareng yang bawa sampai ke round 4 daripada sama pentol kecap,0.0,0.475,0.4,0.125,neutral
sticker,0.0,0.0,0.0,1.0,neutral
pelatihnya saja mantan pemain Barcagimana mau menang,0.0,0.44,0.48,0.08,neutral
bagaimana coach mana janjinya,0.0,0.0,0.0,1.0,neutral
sty pernah bilang kepada memain boleh indonesia jika indonesia masuk piala dunia ia akn di indonesia selamanya,0.0,0.217,0.174,0.609,neutral
sty kembalilah ke pelukan garuda,0.0,0.0,0.0,1.0,neutral
b,0.0,0.0,0.0,0.0,neutral
sticker,0.0,0.0,0.0,1.0,neutral
kembalikan sty ke timnas Indonesia,0.0,0.0,0.0,1.0,neutral
coach besok Indonesia vs Australia inilah pertandingan tanpa kamu coach,0.0,0.0,0.0,1.0,neutral
erick tohir kembalikan STYku,0.0,0.0,0.0,1.0,neutral
Patah sudah harapan semua pendukung timnas indonesia dihancurkan oleh patrick Kluivert,0.0,0.36,0.36,0.28,neutral
pliss kembalikan STY,0.0,0.0,0.0,1.0,neutral
menang serasa kalah,0.0,0.455,0.455,0.091,neutral
hampir kambek tapi pertahanan Myanmar merepotkan,0.0,0.0,0.0,1.0,neutral
di oecat kenapa sih,0.0,0.0,0.0,1.0,neutral
coach sty,0.0,0.0,0.0,1.0,neutral
STY,0.0,0.0,0.0,1.0,neutral
ijin post,0.0,0.0,0.0,1.0,neutral
kembalikan STY,0.0,0.0,0.0,1.0,neutral
STY,0.0,0.0,0.0,1.0,neutral
nangisin ini,0.0,0.0,0.0,1.0,neutral
Coach,0.0,0.0,0.0,1.0,neutral
syahiira adellia,0.0,0.0,0.0,1.0,neutral
punten,0.0,0.0,0.0,1.0,neutral
sticker,0.0,0.0,0.0,1.0,neutral
kecewaa sticker,0.0,0.0,0.0,1.0,neutral
siapapun yang out intinya kami mau coach shin kembali,0.0,0.316,0.316,0.368,neutral
balikin era sty anj,0.0,0.0,0.0,1.0,neutral
KoreaJp66 6 gacor,0.0,0.0,0.0,1.0,neutral
tertampar oleh kenyataan,0.0,0.0,0.0,1.0,neutral
balikin STY,0.0,0.0,0.0,1.0,neutral
ini kapan,0.0,0.0,0.0,1.0,neutral
Nttt,0.0,0.0,0.0,1.0,neutral
kembali ke setelan pabrik,0.0,0.0,0.0,1.0,neutral
aku ingin banget sintaiyong kembali lagi,0.0,0.417,0.333,0.25,neutral
pssi bilang ajah tidak mampu kalau mampu beli lagih sen tay ong,0.0,0.375,0.333,0.292,neutral
Erick Thohir anjj,0.0,0.0,0.0,1.0,neutral
STY,0.0,0.0,0.0,1.0,neutral
ET penghancur segalanya,0.0,0.0,0.0,1.0,neutral
kembalikan sty,0.0,0.0,0.0,1.0,neutral
match memalukan,0.0,0.0,0.0,1.0,neutral
WS indonesia vs filiphin pecah anying,0.0,0.0,0.0,1.0,neutral
rusaaaakkkkkkl,0.0,0.0,0.0,1.0,neutral
em itulah karma setelah pemecatan sty kalau skrng jagankan bersaing di piala asia di asea tenggara saja TDK mampu padahal materi pemainx bagus,0.0,0.194,0.194,0.613,neutral
anj indra,0.0,0.0,0.0,1.0,neutral
pakai terus pelatih bagus ini supaya tetap terus pecah tangis penyesalan,0.0,0.407,0.37,0.222,neutral
shintaeyong bilek Wenak jamanku toh,0.0,0.0,0.0,1.0,neutral
marahnya seorang pelatih menunjukkan kesetiaan nya kepada pemain timnas indonesia,0.0,0.364,0.364,0.273,neutral
kemabalikam sty saya yakin anak garuda pasti lebih kuat lagi,0.0,0.464,0.429,0.107,neutral
rangking FIFA kala Ama Malaysia jier,0.0,0.0,0.0,1.0,neutral
semngat garudaaa,0.0,0.0,0.0,1.0,neutral
kembalikan sty,0.0,0.0,0.0,1.0,neutral
sty mana janji muu,0.0,0.0,0.0,1.0,neutral
fokus jangan 100 tapi 1000,0.0,0.364,0.364,0.273,neutral
yaallah balikan sty,0.0,0.0,0.0,1.0,neutral
dikasih oppa bahkan milih opet,0.0,0.333,0.333,0.333,neutral
memang petric kluivert bisa kayak begini,0.0,0.357,0.429,0.214,neutral
kenapa anjing kan menang,0.0,0.417,0.417,0.167,neutral
timnas indonesia gagal atau menang,0.0,0.385,0.385,0.231,neutral
3 1 wakk,0.0,0.0,0.0,1.0,neutral
Mode stellan pabrik,0.0,0.0,0.0,1.0,neutral
era keterangan berakhir era kegelapan kembali,0.0,0.0,0.0,1.0,neutral
era kegelapan,0.0,0.0,0.0,1.0,neutral
semoga yang terbaik,0.0,0.462,0.462,0.077,neutral
ini sudah hari keberapa dan aku masih menangis,0.0,0.389,0.333,0.278,neutral
kembali coach,0.0,0.0,0.0,1.0,neutral
Masih gamon pildun,0.0,0.0,0.0,1.0,neutral
era kegelapan kembali,0.0,0.0,0.0,1.0,neutral
percaya proses saja mas,0.0,0.5,0.4,0.1,neutral
Petisi bring back STY Era,0.0,0.0,0.0,1.0,neutral
erick oh erick,0.0,0.0,0.0,1.0,neutral
first,0.0,0.0,0.0,1.0,neutral
kembalikan sty,0.0,0.0,0.0,1.0,neutral
gara2 sapri,0.0,0.0,0.0,1.0,neutral
safri assu,0.0,0.0,0.0,1.0,neutral
Indonesia benarbenar hancur setelah pemecatan STY,0.0,0.0,0.0,1.0,neutral
tag Tohir dan Sinulingga,0.0,0.0,0.0,1.0,neutral
Bangga banget pernah nonton pertandingan terakhir era coach shin tae yong,0.0,0.316,0.263,0.421,neutral
Kembalikan STY,0.0,0.0,0.0,1.0,neutral
ib broo,0.0,0.0,0.0,1.0,neutral
DIFINISI PENYESALAN SELALU DATING DIAKHIR,0.0,0.0,0.0,1.0,neutral
raven struick dsn hanan,0.0,0.0,0.0,1.0,neutral
STY sudah balik ke indonesia,0.0,0.364,0.364,0.273,neutral
dia rela pergi dari negaranya demi memajukan dan mengharumkan nama indonesia,0.0,0.348,0.348,0.304,neutral
Kembalikan Sty,0.0,0.0,0.0,1.0,neutral
Jersey nya kok bedananyak iya,0.0,0.0,0.0,1.0,neutral
permainan tarkam,0.0,0.0,0.0,1.0,neutral
erick out,0.0,0.0,0.0,1.0,neutral
stiker sticker,0.0,0.0,0.0,1.0,neutral
KEMBALIKANSTY,0.0,0.0,0.0,1.0,neutral
balikin sty,0.0,0.0,0.0,1.0,neutral
Dimana KING sekarang,0.0,0.0,0.0,1.0,neutral
1 kata buat petrick,0.0,0.4,0.4,0.2,neutral
dimana janji mu coach,0.0,0.0,0.0,1.0,neutral
sebelum tahun baru tadi doa ku 2025 ful bahagia baru juga seminggu 2025 sudah nyesek banget karena sty di pecat,0.0,0.364,0.341,0.295,neutral
ai,0.0,0.0,0.0,1.0,neutral
Erick Thohir sticker,0.0,0.0,0.0,1.0,neutral
ETOUT,0.0,0.0,0.0,1.0,neutral
sticker,0.0,0.0,0.0,1.0,neutral
Tidaaaaak sticker,0.0,0.0,0.0,1.0,neutral
era kegelapan,0.0,0.0,0.0,1.0,neutral
blunder terbesar,0.0,0.0,0.0,1.0,neutral
pssimafiaa,0.0,0.0,0.0,1.0,neutral
balikin coach Shin,0.0,0.0,0.0,1.0,neutral
likee komen akuu plc,0.0,0.0,0.0,1.0,neutral
coach,0.0,0.0,0.0,1.0,neutral
baru sekarang pelatih timnas berhenti dan ditangisi penggemar sepak bola Indonesia,0.0,0.235,0.235,0.529,neutral
era kegelapan,0.0,0.0,0.0,1.0,neutral
kenapa naturalisasi semuaaaaa,0.0,0.0,0.0,1.0,neutral
Ai,0.0,0.0,0.0,1.0,neutral
dia totalitas banget cuk main,0.0,0.455,0.364,0.182,neutral
Kembali ke era kegelapan kah,0.0,0.0,0.0,1.0,neutral
ayammmmmm,0.0,0.0,0.0,1.0,neutral
2021,0.0,0.0,0.0,1.0,neutral
kiper myanmar blunder,0.0,0.0,0.0,1.0,neutral
kenapa garuda kita ini,0.0,0.0,0.0,1.0,neutral
kembalikan era sty,0.0,0.0,0.0,1.0,neutral
Indonesia sama seperti real Madridsedang di posisi terpuruk,0.0,0.389,0.389,0.222,neutral
tenang saudara laki-laki dulu kita pernah masuk pilih,0.0,0.333,0.389,0.278,neutral
era sty,0.0,0.0,0.0,1.0,neutral
saya hampir tidak pernah lihat kalau timnas main sty duduk dia full berdiri nemenin timnas main sampai akhir pelatih sekarang beda,0.0,0.408,0.388,0.204,neutral
dikasih oppa bahkan milih opet lawak pssi,0.0,0.273,0.273,0.455,neutral
dibangun oleh luis milla di sempurnakan oleh shin Taeyong di robohkan oleh Patrick Kluivert,0.0,0.0,0.0,1.0,neutral
coach perjuanganmu digagalkan PK,0.0,0.0,0.0,1.0,neutral
kembalikan STY kami,0.0,0.0,0.0,1.0,neutral
hmmmmmmmm,0.0,0.0,0.0,1.0,neutral
makasi iya sty,0.0,0.0,0.0,1.0,neutral
apakah di round 4 ini penentu untuk pelatih Patrick semisal diaa belum bisa memberikan yang terbaik buat timnas mnding panggil lagi sty,0.0,0.308,0.308,0.385,neutral
kembalikan STY,0.0,0.0,0.0,1.0,neutral
pliiss kembalikan sty,0.0,0.0,0.0,1.0,neutral
Kembalikan sty,0.0,0.0,0.0,1.0,neutral
KEMBALIKAN STY,0.0,0.0,0.0,1.0,neutral
karma STY erickout,0.0,0.0,0.0,1.0,neutral
pemain lokal ke unggulan nya cuma lari kencang saja tapi passing sama tendangan kacau,0.0,0.389,0.417,0.194,neutral
coach kangenn coach,0.0,0.0,0.0,1.0,neutral
pssi anji,0.0,0.0,0.0,1.0,neutral
KEMBALIKAN STY,0.0,0.0,0.0,1.0,neutral
aku tahu rasanya ditinggal itu,0.0,0.471,0.471,0.059,neutral
sty kembaliiiiiiiiiiiii,0.0,0.0,0.0,1.0,neutral
Kalaupun kalah bersama sty saya bisa ikhlas,0.0,0.429,0.429,0.143,neutral
Lihat beliau membela anak anaknya,0.0,0.364,0.364,0.273,neutral
SaveSTY,0.0,0.0,0.0,1.0,neutral
stiker sticker,0.0,0.0,0.0,1.0,neutral
2025 adalah tahun terburuk,0.0,0.0,0.0,1.0,neutral
coach,0.0,0.0,0.0,1.0,neutral
di kasih opa opa bahkan milih ikan teri,0.0,0.25,0.25,0.5,neutral
Thnks STY GODBLESS YOU,0.0,0.0,0.0,1.0,neutral
orang lama pemenangnya,0.0,0.455,0.455,0.091,neutral
PSSI,0.0,0.0,0.0,1.0,neutral
tangung jawab saya nangiss,0.0,0.4,0.4,0.2,neutral
sekarang kami membutuhkan mu coach SHIN THA YONG,0.0,0.0,0.0,1.0,neutral
harapan terakhir di u17,0.0,0.0,0.0,1.0,neutral
timnas san marino bilek,0.0,0.0,0.0,1.0,neutral
mengamati,0.0,0.0,0.0,1.0,neutral
sticker,0.0,0.0,0.0,1.0,neutral
Jesus casas here we go,0.0,0.0,0.0,1.0,neutral
dibangun oleh sty dihancurkan oleh patrick,0.0,0.0,0.0,1.0,neutral
ilove you sty,0.0,0.0,0.0,1.0,neutral
dia menepati janjimskipun dia tidak melatih timnas dia msih brada di indonesia tetap dukung timnas terima kasih coachkmi tetap merindukan,0.0,0.396,0.375,0.229,neutral
kita belajar dari sini kak sty sudah mulai dari 0 tapi kalah sama orang baru,0.0,0.412,0.382,0.206,neutral
erick thohir anj,0.0,0.0,0.0,1.0,neutral
Ramaikan tagar ComebackSTY,0.0,0.444,0.444,0.111,neutral
kembalikan sty untuk rakyat Indonesia,0.0,0.0,0.0,1.0,neutral
pelatih yang benar melaksanakan tugas nya sepenuh hati luar biasa coach sty,0.0,0.433,0.4,0.167,neutral
anj lagunya,0.0,0.0,0.0,1.0,neutral
kembali ke era kegelapan,0.0,0.0,0.0,1.0,neutral
tidak mengerti sama pssi,0.0,0.5,0.429,0.071,neutral
di bangun oleh Alfred Ruedi di poles oleh Luis Milla di sempurnakan oleh STY di hancurkan oleh Patrick Kluivert,0.0,0.0,0.0,1.0,neutral
mau ganti pelatih berapa kali pun kita tidak bakal move dari taktik sty waktu di timnas,0.0,0.368,0.368,0.263,neutral
51 bre kekalahan terbesar sepanjang era belanda,0.0,0.0,0.0,1.0,neutral
1 kata buat Patrick 1 kata buat Erick Thohir,0.0,0.364,0.364,0.273,neutral
hal yang membuat kita bahagia hanyalah sesaat,0.0,0.412,0.353,0.235,neutral
gayamu reng,0.0,0.0,0.0,1.0,neutral
Rizky Spoken,0.0,0.0,0.0,1.0,neutral
Aanandaa,0.0,0.0,0.0,1.0,neutral
UWAIS uwais,0.0,0.0,0.0,1.0,neutral
persijaeditz19 video kamu woi,0.0,0.0,0.0,1.0,neutral
Arya Sinulingga lihat ini el A1,0.0,0.333,0.333,0.333,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
persijaeditz19 ini vt kamu bng,0.0,0.0,0.0,1.0,neutral
kenapa sih sty dipecat,0.0,0.0,0.0,1.0,neutral
saya mau menangis lihat ini,0.0,0.476,0.476,0.048,neutral
nyesakkkkk,0.0,0.0,0.0,1.0,neutral
sty,0.0,0.0,0.0,1.0,neutral
semogaa sty bisaaa kembalii,0.0,0.0,0.0,1.0,neutral
kembalikan sty ke timnas indoensia kembali,0.0,0.0,0.0,1.0,neutral
Oppa,0.0,0.0,0.0,1.0,neutral
99999M,0.0,0.0,0.0,1.0,neutral
ajurr kabhh,0.0,0.0,0.0,1.0,neutral
respek sama pemain myanmar,0.0,0.4,0.4,0.2,neutral
Handyono Pajar Andik,0.0,0.0,0.0,1.0,neutral
Rafka Arsenio pakaya,0.0,0.0,0.0,1.0,neutral
mundo,0.0,0.0,0.0,1.0,neutral
Dinn,0.0,0.0,0.0,1.0,neutral
STY,0.0,0.0,0.0,1.0,neutral
Coach,0.0,0.0,0.0,1.0,neutral
sudah mau satu tahun saja ini setelah kepergian sesosok pria korea yang berada di pinggir lapangan sejak saat itulah saya sudah tidak tahu tentang timnas bukan fomo atau bagaimana tapi semenjak kepergian STY semuanya berubah,0.0,0.391,0.379,0.23,neutral
indonesia agak lain memang,0.0,0.417,0.417,0.167,neutral
Bang Met,0.0,0.0,0.0,1.0,neutral
cimittt,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
hevyroar,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
calon taruna akpol Izzdnhbib,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
Ryll16,0.0,0.0,0.0,1.0,neutral
wargasetempat17,0.0,0.0,0.0,1.0,neutral
Evan muhammad syawal baY,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
pak erickthohir bagaimana pak,0.0,0.0,0.0,1.0,neutral
kelihatan siapa yang tulus ngelatih walaupun kdg blom bisa memberikan yang terbaik,0.0,0.406,0.375,0.219,neutral
kembalikan sty,0.0,0.0,0.0,1.0,neutral
Coach terbaikkk,0.0,0.0,0.0,1.0,neutral
ahhhg sudahlahh,0.0,0.0,0.0,1.0,neutral
perhatikan marselino,0.0,0.0,0.0,1.0,neutral
facebook Feby,0.0,0.0,0.0,1.0,neutral
Coch shin,0.0,0.0,0.0,1.0,neutral
kembalikan sty plissd,0.0,0.0,0.0,1.0,neutral
kagen styys,0.0,0.0,0.0,1.0,neutral
tonoliston1,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
padahal pas menit akhir masih ada peluang lemparan jauh Robi tapi wasit nya bahkan niup peluit,0.0,0.3,0.3,0.4,neutral
raven mauro,0.0,0.0,0.0,1.0,neutral
harusnya raven lngsung main babak 1 kenapa bahkan mouro indra sapi tertawa,0.0,0.36,0.36,0.28,neutral
garuda sekarang hancurr,0.0,0.0,0.0,1.0,neutral
kangen banget ihhh,0.0,0.545,0.455,0.0,neutral
styback,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
timnasindonesia,0.0,0.0,0.0,1.0,neutral
Jonathan Liandi,0.0,0.0,0.0,1.0,neutral
cal,0.0,0.0,0.0,1.0,neutral
beee Spentod profesional asta,0.0,0.0,0.0,1.0,neutral
STY Piee penak jamanku tohh,0.0,0.0,0.0,1.0,neutral
yang setuju Erik Thohir jadi presiden,0.0,0.5,0.455,0.045,neutral
mewekk,0.0,0.0,0.0,1.0,neutral
Setuluss inii lohh,0.0,0.0,0.0,1.0,neutral
masa2 ini akankah terulang kembali coach ayah shin,0.0,0.0,0.0,1.0,neutral
woi kembalikan sty,0.0,0.0,0.0,1.0,neutral
berjuang dari nol sudah tinggi bahkan di jatuhkan,0.0,0.4,0.4,0.2,neutral
mentahan nya bang biar jelas dengernya kalau tidak ada sound nya,0.0,0.391,0.348,0.261,neutral
kembalikan styy,0.0,0.0,0.0,1.0,neutral
towel anj,0.0,0.0,0.0,1.0,neutral
erickthohir OUT,0.0,0.0,0.0,1.0,neutral
godbye coach STY,0.0,0.0,0.0,1.0,neutral
di bangun oleh Alfred Ruedi di poles oleh Luis Milla di sempurnakan oleh STY di hancurkan oleh Patrick Kluivert,0.0,0.0,0.0,1.0,neutral
menang tapi kalah,0.0,0.455,0.455,0.091,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
timnasindonesia,0.0,0.0,0.0,1.0,neutral
Patrick out,0.0,0.0,0.0,1.0,neutral
sudah dikasih pelatih yang bisa mulangin jerman era joachim kalau bahkan diganti tukang judi,0.0,0.367,0.367,0.267,neutral
mungkin kalau masih sty 5 tahun lagi sudah sekelas Jepang main nya,0.0,0.333,0.381,0.286,neutral
tegas,0.0,0.0,0.0,1.0,neutral
kacawwww mengulang di tahun 2009,0.0,0.0,0.0,1.0,neutral
yang mau coac STY kembali sini,0.0,0.375,0.375,0.25,neutral
terharu bngt,0.0,0.0,0.0,1.0,neutral
sty,0.0,0.0,0.0,1.0,neutral
dulu 20 sekarang 23,0.0,0.0,0.0,1.0,neutral
petrik kuntul,0.0,0.0,0.0,1.0,neutral
kenapa iya pak Erik rekrut petrik padahal di sudah judol,0.0,0.25,0.25,0.5,neutral
mana ternak erick,0.0,0.0,0.0,1.0,neutral
shall browncore,0.0,0.0,0.0,1.0,neutral
IG 34ridooy,0.0,0.0,0.0,1.0,neutral
KingUmir,0.0,0.0,0.0,1.0,neutral
glxsyy,0.0,0.0,0.0,1.0,neutral
Erick Thohir kembalikan sty pak,0.0,0.0,0.0,1.0,neutral
asrpsyqh,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
padahal setulus ini loh,0.0,0.0,0.0,1.0,neutral
kembalikan sty kembali,0.0,0.0,0.0,1.0,neutral
jaki chan,0.0,0.0,0.0,1.0,neutral
coach,0.0,0.0,0.0,1.0,neutral
kembali lah coach sty,0.0,0.0,0.0,1.0,neutral
ooo PSSI seperti mana nya kalian rapat masak kalah di piala aff dengan menggunakan rata rata kamu 23 langsung sty di pecat coba dulu petrik itu kasih U23 di piala AFF bagaimana taktik nya,0.0,0.328,0.276,0.397,neutral
kembalikan oppa kami,0.0,0.0,0.0,1.0,neutral
kembalika sty,0.0,0.0,0.0,1.0,neutral
siapa yang setuju sty kmbali,0.0,0.467,0.4,0.133,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
sekarang sudah di bayar air mata mu pak adik STY dengan air matak pak eric 51,0.0,0.25,0.292,0.458,neutral
kembalikan ST,0.0,0.0,0.0,1.0,neutral
Balikan STY,0.0,0.0,0.0,1.0,neutral
trntoo28,0.0,0.0,0.0,1.0,neutral
Erick Thohir,0.0,0.0,0.0,1.0,neutral
Gibran Rakabuming gerindra jemput jemput jemput kembalikan coach STY untuk Indonesia,0.0,0.0,0.0,1.0,neutral
persijaeditz19,0.0,0.0,0.0,1.0,neutral
dulusty out,0.0,0.0,0.0,1.0,neutral
erickthohir,0.0,0.0,0.0,1.0,neutral
pikk,0.0,0.0,0.0,1.0,neutral
0 l0,0.0,0.0,0.0,1.0,neutral
